Branche ,Date, Committer, #Files ,Cov Lines ,Tot lines ,Percentage ,Url ,Local ref
groovy7911 ,Mon Aug 22 00:00:00 CEST 2016, web-flow, 291 ,7537 ,17760 ,42.44 ,https://coveralls.io/builds/19714061 ,654
GROOVY_2_5_X ,Wed May 20 00:00:00 CEST 2020, sunlan, 19 ,29 ,40 ,72.5 ,https://coveralls.io/builds/30910885 ,3600
