Branche ,Date, Committer, #Files ,Cov Lines ,Tot lines ,Percentage ,Url ,Local ref
 master ,Sun Aug 20 00:00:00 CEST 2017, by web-flow, 34 ,5132 ,6683 ,76.79 ,https://coveralls.io/builds/12910047 ,44
 master ,Sun Aug 20 00:00:00 CEST 2017, by web-flow, 34 ,5169 ,6727 ,76.84 ,https://coveralls.io/builds/12910093 ,45
 master ,Tue Aug 22 00:00:00 CEST 2017, by vlm, 59 ,9538 ,13309 ,71.67 ,https://coveralls.io/builds/12934714 ,47
 master ,Tue Aug 22 00:00:00 CEST 2017, by vlm, 59 ,9715 ,13506 ,71.93 ,https://coveralls.io/builds/12934807 ,48
 master ,Tue Aug 22 00:00:00 CEST 2017, by vlm, 59 ,9715 ,13506 ,71.93 ,https://coveralls.io/builds/12934943 ,49
 master ,Tue Aug 22 00:00:00 CEST 2017, by web-flow, 37 ,5291 ,6950 ,76.13 ,https://coveralls.io/builds/12936613 ,50
 master ,Tue Aug 22 00:00:00 CEST 2017, by web-flow, 59 ,9715 ,13506 ,71.93 ,https://coveralls.io/builds/12937299 ,51
 master ,Tue Aug 22 00:00:00 CEST 2017, by web-flow, 59 ,9715 ,13506 ,71.93 ,https://coveralls.io/builds/12937318 ,52
 master ,Thu Aug 24 00:00:00 CEST 2017, by vlm, 59 ,9756 ,13556 ,71.97 ,https://coveralls.io/builds/12967559 ,61
 master ,Thu Aug 24 00:00:00 CEST 2017, by web-flow, 37 ,5308 ,6950 ,76.37 ,https://coveralls.io/builds/12967736 ,62
 master ,Thu Aug 24 00:00:00 CEST 2017, by web-flow, 37 ,5308 ,6950 ,76.37 ,https://coveralls.io/builds/12979851 ,63
 master ,Thu Aug 24 00:00:00 CEST 2017, by vlm, 37 ,5308 ,6950 ,76.37 ,https://coveralls.io/builds/12979861 ,64
 master ,Thu Aug 24 00:00:00 CEST 2017, by vlm, 59 ,9735 ,13535 ,71.92 ,https://coveralls.io/builds/12979974 ,65
 master ,Thu Aug 24 00:00:00 CEST 2017, by vlm, 59 ,9744 ,13563 ,71.84 ,https://coveralls.io/builds/12980302 ,66
 master ,Fri Aug 25 00:00:00 CEST 2017, by vlm, 59 ,9559 ,13348 ,71.61 ,https://coveralls.io/builds/12985898 ,67
 master ,Sun Aug 27 00:00:00 CEST 2017, by vlm, 47 ,5689 ,9036 ,62.96 ,https://coveralls.io/builds/13005764 ,69
 master ,Sun Aug 27 00:00:00 CEST 2017, by vlm, 59 ,9744 ,13569 ,71.81 ,https://coveralls.io/builds/13005774 ,70
 master ,Sun Aug 27 00:00:00 CEST 2017, by vlm, 59 ,9744 ,13569 ,71.81 ,https://coveralls.io/builds/13005848 ,71
 master ,Sun Aug 27 00:00:00 CEST 2017, by vlm, 59 ,9560 ,13351 ,71.61 ,https://coveralls.io/builds/13005897 ,72
 master ,Sun Aug 27 00:00:00 CEST 2017, by vlm, 59 ,9560 ,13351 ,71.61 ,https://coveralls.io/builds/13008732 ,73
 master ,Mon Aug 28 00:00:00 CEST 2017, by vlm, 59 ,9745 ,13570 ,71.81 ,https://coveralls.io/builds/13011998 ,75
 master ,Mon Aug 28 00:00:00 CEST 2017, by vlm, 59 ,9745 ,13570 ,71.81 ,https://coveralls.io/builds/13012276 ,76
 master ,Mon Aug 28 00:00:00 CEST 2017, by web-flow, 59 ,9754 ,13570 ,71.88 ,https://coveralls.io/builds/13019119 ,77
 master ,Tue Aug 29 00:00:00 CEST 2017, by web-flow, 47 ,5689 ,9036 ,62.96 ,https://coveralls.io/builds/13026309 ,78
 master ,Tue Aug 29 00:00:00 CEST 2017, by vlm, 59 ,9750 ,13570 ,71.85 ,https://coveralls.io/builds/13026542 ,79
 master ,Tue Aug 29 00:00:00 CEST 2017, by vlm, 59 ,9750 ,13570 ,71.85 ,https://coveralls.io/builds/13026605 ,80
 master ,Tue Aug 29 00:00:00 CEST 2017, by vlm, 59 ,9427 ,13570 ,69.47 ,https://coveralls.io/builds/13028882 ,81
 master ,Wed Aug 30 00:00:00 CEST 2017, by vlm, 59 ,9750 ,13570 ,71.85 ,https://coveralls.io/builds/13046266 ,82
 master ,Wed Aug 30 00:00:00 CEST 2017, by vlm, 47 ,5693 ,9036 ,63.0 ,https://coveralls.io/builds/13046873 ,83
 master ,Thu Aug 31 00:00:00 CEST 2017, by vlm, 59 ,9755 ,13576 ,71.85 ,https://coveralls.io/builds/13063362 ,84
 master ,Thu Aug 31 00:00:00 CEST 2017, by vlm, 59 ,9755 ,13576 ,71.85 ,https://coveralls.io/builds/13063394 ,85
 master ,Thu Aug 31 00:00:00 CEST 2017, by vlm, 47 ,5693 ,9036 ,63.0 ,https://coveralls.io/builds/13065342 ,86
 master ,Thu Aug 31 00:00:00 CEST 2017, by vlm, 59 ,9755 ,13576 ,71.85 ,https://coveralls.io/builds/13066394 ,87
 master ,Thu Aug 31 00:00:00 CEST 2017, by vlm, 59 ,9755 ,13576 ,71.85 ,https://coveralls.io/builds/13066577 ,88
 master ,Fri Sep 01 00:00:00 CEST 2017, by web-flow, 47 ,3711 ,6298 ,58.92 ,https://coveralls.io/builds/13094959 ,89
 master ,Fri Sep 01 00:00:00 CEST 2017, by web-flow, 47 ,3711 ,6298 ,58.92 ,https://coveralls.io/builds/13095076 ,90
 master ,Tue Sep 05 00:00:00 CEST 2017, by vlm, 47 ,3711 ,6298 ,58.92 ,https://coveralls.io/builds/13123661 ,91
 master ,Tue Sep 05 00:00:00 CEST 2017, by vlm, 47 ,3711 ,6298 ,58.92 ,https://coveralls.io/builds/13127475 ,92
 master ,Tue Sep 05 00:00:00 CEST 2017, by web-flow, 47 ,3711 ,6298 ,58.92 ,https://coveralls.io/builds/13135787 ,94
 master ,Tue Sep 05 00:00:00 CEST 2017, by web-flow, 47 ,3711 ,6298 ,58.92 ,https://coveralls.io/builds/13135849 ,95
 master ,Wed Sep 06 00:00:00 CEST 2017, by vlm, 47 ,3711 ,6298 ,58.92 ,https://coveralls.io/builds/13154170 ,96
 master ,Wed Sep 06 00:00:00 CEST 2017, by vlm, 47 ,3711 ,6298 ,58.92 ,https://coveralls.io/builds/13154171 ,97
 master ,Wed Sep 06 00:00:00 CEST 2017, by vlm, 47 ,3711 ,6298 ,58.92 ,https://coveralls.io/builds/13154234 ,98
 master ,Thu Sep 07 00:00:00 CEST 2017, by vlm, 47 ,3723 ,6309 ,59.01 ,https://coveralls.io/builds/13161821 ,00
